web-scraper-order,web-scraper-start-url,detail_link,detail_link-href,restaurant_name,total_stars,number_of_reviews,cuisine_type,price_class,raw_description,opening_times,address,amenities,district,long_lat,lat,long,reservation_status
1704907039-155,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=80,Wirtschaft im Franz,https://de.yelp.ch/biz/wirtschaft-im-franz-z%C3%BCrich?osq=Restaurants,Wirtschaft im Franz,4.3,(3 reviews),Schweizer Küche,$$$,"Alle zwei Wochen gibt es in der Wirtschaft im Franz zwei saisonale 4-Gang-Menus, eines mit
Fisch/Fleisch, eines vegetarisch.  Das Menu kostet zwischen CHF 59.- und CHF 89.-.  Für Gäste, die
kein 4-Gang-Menu möchten können sich Teile aus den beiden 4-Gänger zusammenstellen.  Das A…","11:30 AM - 2:00 PM, 5:00 PM - 12:00 AM (Folgetag)",Bremgartnerstrasse 18 8003 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 3,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.372246%2C8.519646&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.372246%2C8.519646&signature=XnVVWY3ySs_P4O7iinCIrkAveT0=,47.372246,8.519646,1.0
1704907043-156,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=80,Restaurant Vorbahnhof,https://de.yelp.ch/biz/restaurant-vorbahnhof-z%C3%BCrich?osq=Restaurants,Restaurant Vorbahnhof,4.2,(5 reviews),Schweizer Küche,$$,,11:00 AM - 11:00 PM,Konradstrasse 1 8005 Zürich,Reservationen möglichKein LieferserviceFür Gruppen geeignetTV,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.380016%2C8.537211&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.380016%2C8.537211&signature=9ZP-fQiThL0JvtlZbQCj-Nt8PB0=,47.380016,8.537211,1.0
1704907047-157,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=80,Restaurant Bi Ois,https://de.yelp.ch/biz/restaurant-bi-ois-z%C3%BCrich?osq=Restaurants,Restaurant Bi Ois,5.0,(1 review),Schweizer Küche,$$,,,Quellenstrasse 49 8005 Zürich,Reservationen möglichSitzplätze im FreienFür Gruppen geeignetFür Kinder geeignet,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.386260%2C8.528688&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.386260%2C8.528688&signature=XIjLOIG3f5SV3lzNm1DchTDWT_U=,47.38626,8.528688,1.0
1704907052-158,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=80,Roi Et Thai,https://de.yelp.ch/biz/roi-et-thai-z%C3%BCrich?osq=Restaurants,Roi Et Thai,4.4,(5 reviews),Thailändisch,$,,"11:30 AM - 2:00 PM, 6:00 PM - 11:30 PM",Schöneggstrasse 30 8004 Zürich,Bestellung zum AbholenKeine ReservierungenKein LieferserviceFür Kinder geeignet,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.380579%2C8.526191&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.380579%2C8.526191&signature=Xbe6GR5ZNty4lAD951QWjrRY2Uo=,47.380579,8.526191,0.0
1704907056-159,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=80,Maki Haus,https://de.yelp.ch/biz/maki-haus-z%C3%BCrich?osq=Restaurants,Maki Haus,4.5,(6 reviews),Japanisch,,,,Stampfenbachstrasse 12 8001 Zürich,Edel,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.378156%2C8.543775&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.378156%2C8.543775&signature=xWjo2tDGEocGrcoo5t6rX0_INUQ=,47.378156,8.543775,
1704907066-160,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,Da Marco,https://de.yelp.ch/biz/da-marco-z%C3%BCrich?osq=Restaurants,Da Marco,4.7,(3 reviews),Italienisch,$$,,,,Reservationen möglichBestellung zum AbholenFür Gruppen geeignetFür Kinder geeignet,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.384436%2C8.531759&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.384436%2C8.531759&signature=4iw-T-m_8m2YW7kSFgDzfGOYsPw=,47.384436,8.531759,1.0
1704907070-161,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,Restaurant Picasso,https://de.yelp.ch/biz/restaurant-picasso-z%C3%BCrich?osq=Restaurants,Restaurant Picasso,5.0,(2 reviews),Reisen & Tourismus,,,,Mattengasse 13 8005 Zürich,,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.382417%2C8.530358&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.382417%2C8.530358&signature=1N1nv9j_csJRQjqsNrWua1wFAFE=,47.382417,8.530358,
1704907074-162,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,Bibim Shack,https://de.yelp.ch/biz/bibim-shack-z%C3%BCrich?osq=Restaurants,Bibim Shack,4.0,(2 reviews),Koreanisch,,"Welcome to the small world of Bibim Shack, where we give you a  glimpse into the Korean cuisine.
Our goal is to make Korean food popular  and accessible in Switzerland and hope you will fall in love
with it as  much as we have.  As our name suggests, Bibimbap will be the main  component in our…","11:00 AM - 2:00 PM, 5:00 PM - 9:00 PM",Hardstrasse 322 8005 Zürich,Bestellung zum AbholenKeine ReservierungenKein LieferserviceVegane Angebote,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.390288%2C8.522680&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.390288%2C8.522680&signature=L6B4ZFajtf4iefdq4oFymf81ljk=,47.390288,8.52268,0.0
1704907078-163,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,Nihao,https://de.yelp.ch/biz/nihao-z%C3%BCrich?osq=Restaurants,Nihao,4.7,(3 reviews),Asiatisch,,,"11:30 AM - 2:30 PM, 5:30 PM - 10:30 PM",Oerlikonerstrasse 43 8057 Zürich,Moderate Lautstärke,Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.402467%2C8.544523&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.402467%2C8.544523&signature=GU8ictFnJioyIKc2zys5wfSkV3o=,47.402467,8.544523,
1704907083-164,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,Chickeria,https://de.yelp.ch/biz/chickeria-z%C3%BCrich?osq=Restaurants,Chickeria,3.5,(8 reviews),Fast Food,$,"Why is there no restaurant that offers a varied, daily fresh range of top quality food in the blink of
an eye and at the same time fulfils a local lifestyle? A world between a modern restaurant and Swiss
charm. This is the world of Chickeria - or in short: ""Schnell öpis feins"".",8:00 AM - 12:00 AM (Folgetag),Hofwiesenstrasse 370 8050 Zürich,Bestellung zum AbholenKeine ReservierungenKein LieferserviceSitzplätze im Freien,Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.411347%2C8.544882&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.411347%2C8.544882&signature=47kNodnoTobFn8lkQmADZ5PENGw=,47.411347,8.544882,0.0
1704907087-165,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,La Taqueria,https://de.yelp.ch/biz/la-taqueria-z%C3%BCrich-2?osq=Restaurants,La Taqueria,5.0,(4 reviews),Mexikanisch,,"La Taqueria ist ein authentisches, legeres, mexikanisches Esslokal im Zentrum von Zürich-Altstetten.
 Es verbindet schnellen und freundlichen Service mit unglaublichem mexikanischen Essen (Tacos!) 
und ein einladender Ort, um ein gutes Essen, ein kaltes mexikanisches Bier oder eine authentisch…",11:30 AM - 10:00 PM,Badenerstrasse 138 8004 Zürich,Reservationen möglichLieferung möglichBestellung zum AbholenVegane Angebote,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.374424%2C8.522760&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.374424%2C8.522760&signature=sm36dVsettfNLlDRJU97vKG7-7M=,47.374424,8.52276,1.0
1704907092-166,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,El Alebrije,https://de.yelp.ch/biz/el-alebrije-z%C3%BCrich?osq=Restaurants,El Alebrije,4.2,(5 reviews),Mexikanisch,,,6:00 PM - 11:30 PM,Weinbergstrasse 107 8006 Zürich,,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.385716%2C8.541952&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.385716%2C8.541952&signature=xjTeBOc8pw-sK0MuBLM9-lApD-E=,47.385716,8.541952,
1704907096-167,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,Rosita’s Food & Drinks,https://de.yelp.ch/biz/rositas-food-und-drinks-z%C3%BCrich?osq=Restaurants,Rosita's Food & Drinks,4.6,(5 reviews),Salat,$,,,Lagerstrasse 95 8004 Zürich,Bestellung zum AbholenKeine ReservierungenKeine Sitzplätze im FreienNicht für Gruppen geeignet,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.379314%2C8.529784&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.379314%2C8.529784&signature=G6BCDuELX54OuR9bq4oK5qML8d4=,47.379314,8.529784,0.0
1704907100-168,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,Restaurant Eisenhof,https://de.yelp.ch/biz/restaurant-eisenhof-z%C3%BCrich?osq=Restaurants,Restaurant Eisenhof,4.3,(15 reviews),Wirtschaft & Beiz,$$$,,9:00 AM - 12:00 AM (Folgetag),Gasometerstrasse 20 8005 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383620%2C8.528723&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383620%2C8.528723&signature=gbr0axTRzNIcKN2eWta_2C6C8qA=,47.38362,8.528723,1.0
1704907105-169,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,Cucina,https://de.yelp.ch/biz/cucina-z%C3%BCrich-4?osq=Restaurants,Cucina,3.7,(30 reviews),Italienisch,$$,"Surround yourself with Pizza - Best Pizza in town! Thin crusted and fresh from our traditional brick
oven! Enjoy some marvelous Italian cuisine and a glass of our selected wine.","11:30 AM - 2:00 PM, 6:00 PM - 11:00 PM",Luisenstrasse 40 8005 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.384248%2C8.530425&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.384248%2C8.530425&signature=j3m1QxhFgdleSo6WgXV9vNWrVvk=,47.384248,8.530425,1.0
1704907114-170,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,Ikoo,https://de.yelp.ch/biz/ikoo-z%C3%BCrich?osq=Restaurants,Ikoo,4.1,(50 reviews),Ramen,$$,,"11:30 AM - 2:00 PM, 6:00 PM - 10:30 PM",Bäckerstrasse 39 8004 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.374958%2C8.528684&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.374958%2C8.528684&signature=zZzPzSIAahjx1jtzkgo9ilVx1vU=,47.374958,8.528684,1.0
1704907119-171,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,The Artisan,https://de.yelp.ch/biz/the-artisan-z%C3%BCrich?osq=Restaurants,The Artisan,3.9,(12 reviews),International,$$,"Es erwarten dich artisanale Speisen, Craft Biere, Naturweine und erfrischende Drinks. Mittagessen,
Abendessen, Kaffee und Getränke","11:30 AM - 2:00 PM, 6:00 PM - 11:00 PM",Nordbrücke 4 8037 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceVegane Angebote,Kreis 10,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.393815%2C8.529701&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.393815%2C8.529701&signature=aAOBGFGMrDTM_4wK9LmwyEvkbEA=,47.393815,8.529701,1.0
1704907125-172,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,Texas,https://de.yelp.ch/biz/texas-d%C3%BCbendorf?osq=Restaurants,Texas,4.1,(15 reviews),Amerikanisch,$$$,,"11:30 AM - 2:00 PM, 5:00 PM - 11:00 PM",Usterstrasse 68 8600 Dübendorf,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.396377%2C8.626134&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.396377%2C8.626134&signature=jCI1zLqLxw1EcdNz8hRe5W2NSss=,47.396377,8.626134,1.0
1704907129-173,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,Moudi’s lecker Garten,https://de.yelp.ch/biz/moudis-lecker-garten-z%C3%BCrich?osq=Restaurants,Moudi's lecker Garten,4.3,(8 reviews),Libanesisch,$$,"Lecker. Frisch. Authentisch. Gesund. Wir interpretieren die libanesische Küche neu. Anders. Wie wir
es mögen. Unsere 47 Mezzesorten sind ausnahmslos selbst zubereitet. Ebenso ist jede Schale, jeder
Löffel und natürlich unsere Zutaten persönlich ausgesucht und zusammengestellt. Der lecker Gart…",11:30 AM - 11:00 PM,Winterthurerstrasse 86 8006 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeFür Gruppen geeignet,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.390924%2C8.545685&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.390924%2C8.545685&signature=3HE6ZHn0Q2SCRmcH34Ks-e36o1o=,47.390924,8.545685,1.0
1704907134-174,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,The High Heel Gourmet Café,https://de.yelp.ch/biz/the-high-heel-gourmet-caf%C3%A9-z%C3%BCrich?osq=Restaurants,The High Heel Gourmet Café,5.0,(1 review),International,,"Creative Southern Californian cuisine by Los Angeles chef. Cozy small restaurant with cozy seats in a
city heritage rose garden and patio seats. Serving lunch, brunch, tapas bar and weekend dinner.
Gluten free, dairy free, keto and vegan option available. Zero waste kitchen.","11:00 AM - 2:30 PM, 5:00 PM - 8:30 PM",Zentralstrasse 72 8003 Zürich,Reservationen möglichLieferung möglichBestellung zum Abholen,Kreis 3,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.373081%2C8.518189&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.373081%2C8.518189&signature=52304TAHbqETWnpRGv_xHe9kAnI=,47.373081,8.518189,1.0
1704907138-175,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,Restaurant Markthalle,https://de.yelp.ch/biz/restaurant-markthalle-z%C3%BCrich-2?osq=Restaurants,Restaurant Markthalle,4.1,(22 reviews),Schweizer Küche,$$,Gruppen und Bankette,9:00 AM - 12:00 AM (Folgetag),Limmatstrasse 231 8005 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.387600%2C8.526130&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.387600%2C8.526130&signature=TksW5982ToXwI08QWCPvq3s1-jw=,47.3876,8.52613,1.0
1704907143-176,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,Isebähnli,https://de.yelp.ch/biz/iseb%C3%A4hnli-z%C3%BCrich?osq=Restaurants,Isebähnli,4.6,(37 reviews),Wirtschaft & Beiz,$$$,,"12:00 PM - 2:00 PM, 6:00 PM - 11:30 PM",Froschaugasse 26 8001 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.373180%2C8.544910&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.373180%2C8.544910&signature=KgViuidJzkXSPGsvKHFdXhCOniY=,47.37318,8.54491,1.0
1704907147-177,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,Kang In,https://de.yelp.ch/biz/kang-in-d%C3%BCbendorf?osq=Restaurants,Kang In,4.7,(16 reviews),Kambodschanisch,$$,,"11:30 AM - 2:30 PM, 5:30 PM - 10:30 PM",Zürichstrasse 27 8600 Dübendorf,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.396598%2C8.614242&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.396598%2C8.614242&signature=9K8Niv0UMVHGWWgkgZfgZCZp2yU=,47.396598,8.614242,1.0
1704907152-178,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,LaSalle,https://de.yelp.ch/biz/lasalle-z%C3%BCrich-3?osq=Restaurants,LaSalle,4.2,(40 reviews),Modern-Europäisch,$$$,"Das LaSalle ist ein klassisch-modernes Restaurant ohne Effekthascherei - weder in der Küche noch
in der Architektur.Die meisten Gerichte haben ihre Wurzeln in der französischen oder italienischen
Küche. Dabei bilden Fisch und Meeresfrüchte den Schwerpunkt, ergänzt durch Fleisch und Geflüg…",11:00 AM - 1:00 AM (Folgetag),Schiffbau Schiffbaustrasse 4 8005 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.388700%2C8.519130&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.388700%2C8.519130&signature=5QspzU5AYN3djDnqW_Ts66xJWjI=,47.3887,8.51913,1.0
